,Unnamed: 0,href,youtuber_name,part,gender
29,29,https://www.youtube.com/watch?v=f_dBm__bugI,pi,arm,2
0,0,https://www.youtube.com/watch?v=uEO6kT-3mKc,pi,hip,2
1,1,https://www.youtube.com/watch?v=D8VkrI0DnxE,pi,hip,2
2,2,https://www.youtube.com/watch?v=ej_SqT-o3g0,pi,hip,2
3,3,https://www.youtube.com/watch?v=6cAEPEOW30g,pi,hip,2
4,4,https://www.youtube.com/watch?v=7VaI7cWpsH4,pi,hip,2
5,5,https://www.youtube.com/watch?v=eH849GqyAw0,pi,hip,2
6,6,https://www.youtube.com/watch?v=Q5WW5A9KtDY,pi,hip,2
7,7,https://www.youtube.com/watch?v=LWKYqiM0Qhk,pi,hip,2
8,8,https://www.youtube.com/watch?v=fAMRltYv5tM,pi,hip,2
9,9,https://www.youtube.com/watch?v=6NF3vWnPf-I,pi,hip,2
10,10,https://www.youtube.com/watch?v=sA7cfxj7aP8,pi,hip,2
11,11,https://www.youtube.com/watch?v=-7LwcF1szYM,pi,hip,2
12,12,https://www.youtube.com/watch?v=WGbFp_oXoV4,pi,hip,2
13,13,https://www.youtube.com/watch?v=YCh1fo4OGZ0,pi,hip,2
14,14,https://www.youtube.com/watch?v=bjys2JfqWE0,pi,hip,2
15,15,https://www.youtube.com/watch?v=TrwtIa42_-w,pi,hip,2
16,16,https://www.youtube.com/watch?v=4gVXGU8WeeU,pi,hip,2
17,17,https://www.youtube.com/watch?v=2swcod5RYvU,pi,hip,2
18,18,https://www.youtube.com/watch?v=CfdWf20Blok,pi,hip,2
19,19,https://www.youtube.com/watch?v=qQ704CcSaog,pi,hip,2
20,20,https://www.youtube.com/watch?v=UGtyWscGYq0,pi,hip,2
21,21,https://www.youtube.com/watch?v=af11L3YW3UM,pi,hip,2
22,22,https://www.youtube.com/watch?v=Eg8pR57_BB8,pi,hip,2
23,23,https://www.youtube.com/watch?v=d3MtqJSDO90,pi,hip,2
24,24,https://www.youtube.com/watch?v=tJXz1hFUBLA,pi,hip,2
25,25,https://www.youtube.com/watch?v=Zw44144Pscw,pi,hip,2
26,26,https://www.youtube.com/watch?v=0-FO1ZRRqPU,pi,hip,2
27,27,https://www.youtube.com/watch?v=GDX8nQeN040,pi,hip,2
28,28,https://www.youtube.com/watch?v=YHdrTzCZgCY,pi,hip,2
0,0,https://www.youtube.com/watch?v=tmtvBvb3kIE,pi,shoulder,2
1,1,https://www.youtube.com/watch?v=2HcxNjDtjC4,pi,shoulder,2
2,2,https://www.youtube.com/watch?v=1Ji0vSyhmSU,pi,shoulder,2
3,3,https://www.youtube.com/watch?v=mWWVyIgIoHU,pi,shoulder,2
4,4,https://www.youtube.com/watch?v=VN1KkjFwo3Q,pi,shoulder,2
5,5,https://www.youtube.com/watch?v=jUuOk48zXxg,pi,shoulder,2
6,6,https://www.youtube.com/watch?v=2swcod5RYvU,pi,shoulder,2
7,7,https://www.youtube.com/watch?v=PzZtarHIGCQ,pi,shoulder,2
8,8,https://www.youtube.com/watch?v=TXB9NhZOpN4,pi,shoulder,2
9,9,https://www.youtube.com/watch?v=M8r9B-UyP7Y,pi,shoulder,2
10,10,https://www.youtube.com/watch?v=Zw44144Pscw,pi,shoulder,2
11,11,https://www.youtube.com/watch?v=zwt_b9Kr73A,pi,shoulder,2
12,12,https://www.youtube.com/watch?v=gMc3F66RfB0,pi,shoulder,2
13,13,https://www.youtube.com/watch?v=nirBL1LKDxg,pi,shoulder,2
14,14,https://www.youtube.com/watch?v=cSLbQ4xRMrs,pi,shoulder,2
15,15,https://www.youtube.com/watch?v=KxbV6NL6mJc,pi,shoulder,2
16,16,https://www.youtube.com/watch?v=vH1oDbCbvbc,pi,shoulder,2
17,17,https://www.youtube.com/watch?v=Oe1CVxpbIFg,pi,shoulder,2
18,18,https://www.youtube.com/watch?v=YHdrTzCZgCY,pi,shoulder,2
19,19,https://www.youtube.com/watch?v=wuR-vSf2oFg,pi,shoulder,2
20,20,https://www.youtube.com/watch?v=-sh4O4-6aTM,pi,shoulder,2
