,href,youtuber_name,part,gender
19,http://www.youtube.com/watch?v=g7o9nshGDA8,Barbellator,back,1
20,http://www.youtube.com/watch?v=pQSfXvaQGas,Barbellator,back,1
21,http://www.youtube.com/watch?v=W2qFdHDskY4,Barbellator,back,1
22,http://www.youtube.com/watch?v=4gfWO-RAiWk,Barbellator,back,1
23,http://www.youtube.com/watch?v=1J7N9opTGxc,Barbellator,back,1
24,http://www.youtube.com/watch?v=pyWFwdZx_Ro,Barbellator,back,1
25,http://www.youtube.com/watch?v=UsxPD9oLjSM,Barbellator,back,1
26,http://www.youtube.com/watch?v=QcZSDphg0lM,Barbellator,back,1
27,http://www.youtube.com/watch?v=v74AoWGUUSM,Barbellator,back,1
28,http://www.youtube.com/watch?v=Zq8nRY9P_cM,Barbellator,back,1
29,http://www.youtube.com/watch?v=NcJUpDtzTGc,Barbellator,back,1
0,http://www.youtube.com/watch?v=BGLkbXAekYo,Barbellator,shoulder,1
1,http://www.youtube.com/watch?v=3gForw_w7LY,Barbellator,shoulder,1
2,http://www.youtube.com/watch?v=NcJUpDtzTGc,Barbellator,shoulder,1
3,http://www.youtube.com/watch?v=ECOasqY9dyQ,Barbellator,shoulder,1
4,http://www.youtube.com/watch?v=aGUpYuOJq74,Barbellator,shoulder,1
5,http://www.youtube.com/watch?v=tGv_L3CPi84,Barbellator,shoulder,1
6,http://www.youtube.com/watch?v=LOlJt85vMIQ,Barbellator,shoulder,1
7,http://www.youtube.com/watch?v=gnJpM1Pc_Zs,Barbellator,shoulder,1
8,http://www.youtube.com/watch?v=b_92UWbCWmo,Barbellator,shoulder,1
9,http://www.youtube.com/watch?v=ld3_P3JNFIY,Barbellator,shoulder,1
10,http://www.youtube.com/watch?v=w-prWy9UxwU,Barbellator,shoulder,1
11,http://www.youtube.com/watch?v=vWURIN5ymNs,Barbellator,shoulder,1
12,http://www.youtube.com/watch?v=exrnZ1NY_L0,Barbellator,shoulder,1
13,http://www.youtube.com/watch?v=eZnpyUzJiFo,Barbellator,shoulder,1
14,http://www.youtube.com/watch?v=UsxPD9oLjSM,Barbellator,shoulder,1
15,http://www.youtube.com/watch?v=F0CiY_D8sPo,Barbellator,shoulder,1
16,http://www.youtube.com/watch?v=o0ehqQxUOKw,Barbellator,shoulder,1
17,http://www.youtube.com/watch?v=FVAGB67eup0,Barbellator,shoulder,1
18,http://www.youtube.com/watch?v=N-5FQSLHlg0,Barbellator,shoulder,1
19,http://www.youtube.com/watch?v=PKwbgXkc1JY,Barbellator,shoulder,1
20,http://www.youtube.com/watch?v=-_DUjHxgmWk,Barbellator,shoulder,1
21,http://www.youtube.com/watch?v=nWhS28U6bCY,Barbellator,shoulder,1
22,http://www.youtube.com/watch?v=kgUndAxMqY8,Barbellator,shoulder,1
23,http://www.youtube.com/watch?v=nF7We3ODRKY,Barbellator,shoulder,1
24,http://www.youtube.com/watch?v=Fvaa7LPCKWc,Barbellator,shoulder,1
25,http://www.youtube.com/watch?v=ygUYcoLy8OU,Barbellator,shoulder,1
26,http://www.youtube.com/watch?v=pQSfXvaQGas,Barbellator,shoulder,1
27,http://www.youtube.com/watch?v=IZ_kFHk6pCQ,Barbellator,shoulder,1
28,http://www.youtube.com/watch?v=Zq8nRY9P_cM,Barbellator,shoulder,1
29,http://www.youtube.com/watch?v=lNnBQP_a86U,Barbellator,shoulder,1
0,http://www.youtube.com/watch?v=FXC_zcUnGOo,Barbellator,legs,1
1,http://www.youtube.com/watch?v=GASCMxaAHKw,Barbellator,legs,1
2,http://www.youtube.com/watch?v=BWXsyZwRqgw,Barbellator,legs,1
3,http://www.youtube.com/watch?v=tLQUH3SJ4Zk,Barbellator,legs,1
4,http://www.youtube.com/watch?v=GX4ttLAOUGY,Barbellator,legs,1
5,http://www.youtube.com/watch?v=SXvAK7i5lt4,Barbellator,legs,1
6,http://www.youtube.com/watch?v=iHCBDaYvLEs,Barbellator,legs,1
7,http://www.youtube.com/watch?v=QTDoYJC5ktI,Barbellator,legs,1
8,http://www.youtube.com/watch?v=MLqDuqoQmUk,Barbellator,legs,1
9,http://www.youtube.com/watch?v=FVAGB67eup0,Barbellator,legs,1
10,http://www.youtube.com/watch?v=F0CiY_D8sPo,Barbellator,legs,1
11,http://www.youtube.com/watch?v=WkPWWx8dYP8,Barbellator,legs,1
12,http://www.youtube.com/watch?v=nF7We3ODRKY,Barbellator,legs,1
13,http://www.youtube.com/watch?v=brK6lrA3nhY,Barbellator,legs,1
14,http://www.youtube.com/watch?v=_o1rbzBPFOY,Barbellator,legs,1
15,http://www.youtube.com/watch?v=k8fodIR_mgg,Barbellator,legs,1
16,http://www.youtube.com/watch?v=pyWFwdZx_Ro,Barbellator,legs,1
17,http://www.youtube.com/watch?v=brz2z-RFH7Q,Barbellator,legs,1
18,http://www.youtube.com/watch?v=Fvaa7LPCKWc,Barbellator,legs,1
19,http://www.youtube.com/watch?v=eJyHO8_B2G0,Barbellator,legs,1
20,http://www.youtube.com/watch?v=v74AoWGUUSM,Barbellator,legs,1
21,http://www.youtube.com/watch?v=Ah72gR5DrxU,Barbellator,legs,1
22,http://www.youtube.com/watch?v=0fizaTZXc8Y,Barbellator,legs,1
23,http://www.youtube.com/watch?v=fqZpZAxd-Ys,Barbellator,legs,1
24,http://www.youtube.com/watch?v=BaYv0wURrG0,Barbellator,legs,1
25,http://www.youtube.com/watch?v=QDl1nvu835Q,Barbellator,legs,1
26,http://www.youtube.com/watch?v=wlWiHdrpHJM,Barbellator,legs,1
27,http://www.youtube.com/watch?v=_C5QkXgY5kw,Barbellator,legs,1
28,http://www.youtube.com/watch?v=H8qB_Pfrj10,Barbellator,legs,1
