,href,youtuber_name,part,gender
14,http://www.youtube.com/watch?v=eaYJQP_cMns,Hbro,back,1
15,http://www.youtube.com/watch?v=stIPmQ7bFZQ,Hbro,back,1
16,http://www.youtube.com/watch?v=4OzytYEfG-g,Hbro,back,1
17,http://www.youtube.com/watch?v=Mk9QE75qOqM,Hbro,back,1
18,http://www.youtube.com/watch?v=yIB_q93ovc4,Hbro,back,1
19,http://www.youtube.com/watch?v=MIBZyaGloH4,Hbro,back,1
20,http://www.youtube.com/watch?v=QIHFXdktLn8,Hbro,back,1
21,http://www.youtube.com/watch?v=c8yJNFDoKsI,Hbro,back,1
22,http://www.youtube.com/watch?v=l4NMtFE56YA,Hbro,back,1
23,http://www.youtube.com/watch?v=7Y8SU2_yep8,Hbro,back,1
24,http://www.youtube.com/watch?v=nlFvcIk1ipY,Hbro,back,1
25,http://www.youtube.com/watch?v=Qyeq5t8BgIA,Hbro,back,1
26,http://www.youtube.com/watch?v=s3G6Hr6NRog,Hbro,back,1
27,http://www.youtube.com/watch?v=iz5IGQigFyA,Hbro,back,1
0,http://www.youtube.com/watch?v=-wU_pG-P-8c,Hbro,chest,1
1,http://www.youtube.com/watch?v=JMLu7FBpokw,Hbro,chest,1
2,http://www.youtube.com/watch?v=vvW-oLSiahY,Hbro,chest,1
3,http://www.youtube.com/watch?v=6rioCl60Y44,Hbro,chest,1
4,http://www.youtube.com/watch?v=wtcXiUe4Vi4,Hbro,chest,1
5,http://www.youtube.com/watch?v=p130uoSKr3k,Hbro,chest,1
6,http://www.youtube.com/watch?v=l_BRP1EuBsQ,Hbro,chest,1
7,http://www.youtube.com/watch?v=6Mimvk2YZa8,Hbro,chest,1
8,http://www.youtube.com/watch?v=AtFmhm2Lofc,Hbro,chest,1
9,http://www.youtube.com/watch?v=P2UZ9o2z3nk,Hbro,chest,1
10,http://www.youtube.com/watch?v=C_15queh0f4,Hbro,chest,1
11,http://www.youtube.com/watch?v=Arr_FoiRSLc,Hbro,chest,1
12,http://www.youtube.com/watch?v=RNrd08KRRZc,Hbro,chest,1
13,http://www.youtube.com/watch?v=8J1p2w_knmo,Hbro,chest,1
14,http://www.youtube.com/watch?v=eaYJQP_cMns,Hbro,chest,1
15,http://www.youtube.com/watch?v=stIPmQ7bFZQ,Hbro,chest,1
16,http://www.youtube.com/watch?v=4OzytYEfG-g,Hbro,chest,1
17,http://www.youtube.com/watch?v=Mk9QE75qOqM,Hbro,chest,1
18,http://www.youtube.com/watch?v=yIB_q93ovc4,Hbro,chest,1
19,http://www.youtube.com/watch?v=MIBZyaGloH4,Hbro,chest,1
20,http://www.youtube.com/watch?v=QIHFXdktLn8,Hbro,chest,1
21,http://www.youtube.com/watch?v=c8yJNFDoKsI,Hbro,chest,1
22,http://www.youtube.com/watch?v=l4NMtFE56YA,Hbro,chest,1
23,http://www.youtube.com/watch?v=7Y8SU2_yep8,Hbro,chest,1
24,http://www.youtube.com/watch?v=nlFvcIk1ipY,Hbro,chest,1
25,http://www.youtube.com/watch?v=Qyeq5t8BgIA,Hbro,chest,1
26,http://www.youtube.com/watch?v=s3G6Hr6NRog,Hbro,chest,1
27,http://www.youtube.com/watch?v=iz5IGQigFyA,Hbro,chest,1
0,http://www.youtube.com/watch?v=-wU_pG-P-8c,Hbro,abs,1
1,http://www.youtube.com/watch?v=JMLu7FBpokw,Hbro,abs,1
2,http://www.youtube.com/watch?v=vvW-oLSiahY,Hbro,abs,1
3,http://www.youtube.com/watch?v=6rioCl60Y44,Hbro,abs,1
4,http://www.youtube.com/watch?v=wtcXiUe4Vi4,Hbro,abs,1
5,http://www.youtube.com/watch?v=p130uoSKr3k,Hbro,abs,1
6,http://www.youtube.com/watch?v=l_BRP1EuBsQ,Hbro,abs,1
7,http://www.youtube.com/watch?v=6Mimvk2YZa8,Hbro,abs,1
8,http://www.youtube.com/watch?v=AtFmhm2Lofc,Hbro,abs,1
9,http://www.youtube.com/watch?v=P2UZ9o2z3nk,Hbro,abs,1
10,http://www.youtube.com/watch?v=C_15queh0f4,Hbro,abs,1
11,http://www.youtube.com/watch?v=Arr_FoiRSLc,Hbro,abs,1
12,http://www.youtube.com/watch?v=RNrd08KRRZc,Hbro,abs,1
13,http://www.youtube.com/watch?v=8J1p2w_knmo,Hbro,abs,1
14,http://www.youtube.com/watch?v=eaYJQP_cMns,Hbro,abs,1
15,http://www.youtube.com/watch?v=stIPmQ7bFZQ,Hbro,abs,1
16,http://www.youtube.com/watch?v=4OzytYEfG-g,Hbro,abs,1
17,http://www.youtube.com/watch?v=Mk9QE75qOqM,Hbro,abs,1
18,http://www.youtube.com/watch?v=yIB_q93ovc4,Hbro,abs,1
19,http://www.youtube.com/watch?v=MIBZyaGloH4,Hbro,abs,1
20,http://www.youtube.com/watch?v=QIHFXdktLn8,Hbro,abs,1
21,http://www.youtube.com/watch?v=c8yJNFDoKsI,Hbro,abs,1
22,http://www.youtube.com/watch?v=l4NMtFE56YA,Hbro,abs,1
23,http://www.youtube.com/watch?v=7Y8SU2_yep8,Hbro,abs,1
24,http://www.youtube.com/watch?v=nlFvcIk1ipY,Hbro,abs,1
25,http://www.youtube.com/watch?v=Qyeq5t8BgIA,Hbro,abs,1
26,http://www.youtube.com/watch?v=s3G6Hr6NRog,Hbro,abs,1
27,http://www.youtube.com/watch?v=iz5IGQigFyA,Hbro,abs,1
0,http://www.youtube.com/watch?v=YGAlSSmPXRQ,hulk,shoulder,1
1,http://www.youtube.com/watch?v=gsFShSYOovU,hulk,shoulder,1
2,http://www.youtube.com/watch?v=c_5ENJWekbQ,hulk,shoulder,1
3,http://www.youtube.com/watch?v=7SpV_ZJue68,hulk,shoulder,1
4,http://www.youtube.com/watch?v=CYcLODSeC-c,hulk,shoulder,1
5,http://www.youtube.com/watch?v=neq0TDq3Kq8,hulk,shoulder,1
6,http://www.youtube.com/watch?v=jj6ze_eqmYI,hulk,shoulder,1
7,http://www.youtube.com/watch?v=uTmsvZOAh5U,hulk,shoulder,1
8,http://www.youtube.com/watch?v=KXYi6bI-UPE,hulk,shoulder,1
9,http://www.youtube.com/watch?v=SyiMVdWBP7Y,hulk,shoulder,1
10,http://www.youtube.com/watch?v=aUaafm7Q8pQ,hulk,shoulder,1
11,http://www.youtube.com/watch?v=XSQjCgzH6PM,hulk,shoulder,1
12,http://www.youtube.com/watch?v=FFWklphDy8A,hulk,shoulder,1
13,http://www.youtube.com/watch?v=DJPBglSOC88,hulk,shoulder,1
14,http://www.youtube.com/watch?v=TKEPmKAf16w,hulk,shoulder,1
15,http://www.youtube.com/watch?v=4aI2kfahWP0,hulk,shoulder,1
16,http://www.youtube.com/watch?v=SwlS857LjVc,hulk,shoulder,1
17,http://www.youtube.com/watch?v=yka0VGRh1oc,hulk,shoulder,1
18,http://www.youtube.com/watch?v=gMKrEgAdmmo,hulk,shoulder,1
19,http://www.youtube.com/watch?v=lz7tWIFz-mQ,hulk,shoulder,1
20,http://www.youtube.com/watch?v=ApN4D31ogVg,hulk,shoulder,1
21,http://www.youtube.com/watch?v=qkQdIMW1xlw,hulk,shoulder,1
22,http://www.youtube.com/watch?v=ErIx1ZUSE3I,hulk,shoulder,1
23,http://www.youtube.com/watch?v=IZ2CMMW69v4,hulk,shoulder,1
24,http://www.youtube.com/watch?v=AC9twq7A_cs,hulk,shoulder,1
25,http://www.youtube.com/watch?v=VtCGHITZu_8,hulk,shoulder,1
26,http://www.youtube.com/watch?v=Oz5ts01rzEo,hulk,shoulder,1
27,http://www.youtube.com/watch?v=NE2NV_iljxg,hulk,shoulder,1
28,http://www.youtube.com/watch?v=MgbkgjP9AcU,hulk,shoulder,1
29,http://www.youtube.com/watch?v=a8VsNx77qGM,hulk,shoulder,1
0,http://www.youtube.com/watch?v=c_5ENJWekbQ,hulk,chest,1
1,http://www.youtube.com/watch?v=DJPBglSOC88,hulk,chest,1
2,http://www.youtube.com/watch?v=XSQjCgzH6PM,hulk,chest,1
3,http://www.youtube.com/watch?v=a8VsNx77qGM,hulk,chest,1
4,http://www.youtube.com/watch?v=jj6ze_eqmYI,hulk,chest,1
5,http://www.youtube.com/watch?v=7SpV_ZJue68,hulk,chest,1
6,http://www.youtube.com/watch?v=CYcLODSeC-c,hulk,chest,1
7,http://www.youtube.com/watch?v=VtadZPVaglY,hulk,chest,1
8,http://www.youtube.com/watch?v=uTmsvZOAh5U,hulk,chest,1
9,http://www.youtube.com/watch?v=ndzgtmzF45o,hulk,chest,1
10,http://www.youtube.com/watch?v=SwlS857LjVc,hulk,chest,1
11,http://www.youtube.com/watch?v=aUaafm7Q8pQ,hulk,chest,1
12,http://www.youtube.com/watch?v=SyiMVdWBP7Y,hulk,chest,1
13,http://www.youtube.com/watch?v=FFWklphDy8A,hulk,chest,1
14,http://www.youtube.com/watch?v=KXYi6bI-UPE,hulk,chest,1
15,http://www.youtube.com/watch?v=gMKrEgAdmmo,hulk,chest,1
16,http://www.youtube.com/watch?v=gsFShSYOovU,hulk,chest,1
17,http://www.youtube.com/watch?v=YGAlSSmPXRQ,hulk,chest,1
18,http://www.youtube.com/watch?v=VtCGHITZu_8,hulk,chest,1
19,http://www.youtube.com/watch?v=jZT3I2QRUKU,hulk,chest,1
20,http://www.youtube.com/watch?v=Xat3np4Zr-w,hulk,chest,1
21,http://www.youtube.com/watch?v=AC9twq7A_cs,hulk,chest,1
22,http://www.youtube.com/watch?v=lDsJi3_EW-Y,hulk,chest,1
23,http://www.youtube.com/watch?v=4aI2kfahWP0,hulk,chest,1
24,http://www.youtube.com/watch?v=qkQdIMW1xlw,hulk,chest,1
25,http://www.youtube.com/watch?v=Oz5ts01rzEo,hulk,chest,1
26,http://www.youtube.com/watch?v=xUAM2e4J23Q,hulk,chest,1
27,http://www.youtube.com/watch?v=0-FRcgB-fh8,hulk,chest,1
28,http://www.youtube.com/watch?v=L-HXPnwiMhs,hulk,chest,1
29,http://www.youtube.com/watch?v=yka0VGRh1oc,hulk,chest,1
0,http://www.youtube.com/watch?v=7SpV_ZJue68,hulk,back,1
1,http://www.youtube.com/watch?v=SyiMVdWBP7Y,hulk,back,1
2,http://www.youtube.com/watch?v=CYcLODSeC-c,hulk,back,1
3,http://www.youtube.com/watch?v=jj6ze_eqmYI,hulk,back,1
4,http://www.youtube.com/watch?v=YGAlSSmPXRQ,hulk,back,1
5,http://www.youtube.com/watch?v=c_5ENJWekbQ,hulk,back,1
6,http://www.youtube.com/watch?v=uTmsvZOAh5U,hulk,back,1
7,http://www.youtube.com/watch?v=MgbkgjP9AcU,hulk,back,1
8,http://www.youtube.com/watch?v=aUaafm7Q8pQ,hulk,back,1
9,http://www.youtube.com/watch?v=gsFShSYOovU,hulk,back,1
10,http://www.youtube.com/watch?v=SwlS857LjVc,hulk,back,1
11,http://www.youtube.com/watch?v=KXYi6bI-UPE,hulk,back,1
12,http://www.youtube.com/watch?v=XSQjCgzH6PM,hulk,back,1
13,http://www.youtube.com/watch?v=yka0VGRh1oc,hulk,back,1
14,http://www.youtube.com/watch?v=DJPBglSOC88,hulk,back,1
15,http://www.youtube.com/watch?v=lDsJi3_EW-Y,hulk,back,1
16,http://www.youtube.com/watch?v=gMKrEgAdmmo,hulk,back,1
17,http://www.youtube.com/watch?v=4aI2kfahWP0,hulk,back,1
18,http://www.youtube.com/watch?v=AC9twq7A_cs,hulk,back,1
19,http://www.youtube.com/watch?v=Diy81w63GuQ,hulk,back,1
20,http://www.youtube.com/watch?v=Oz5ts01rzEo,hulk,back,1
21,http://www.youtube.com/watch?v=opLWW5XUZcY,hulk,back,1
22,http://www.youtube.com/watch?v=qkQdIMW1xlw,hulk,back,1
23,http://www.youtube.com/watch?v=oSXhsSUaXTU,hulk,back,1
24,http://www.youtube.com/watch?v=FFWklphDy8A,hulk,back,1
25,http://www.youtube.com/watch?v=L-HXPnwiMhs,hulk,back,1
26,http://www.youtube.com/watch?v=VtCGHITZu_8,hulk,back,1
27,http://www.youtube.com/watch?v=lz7tWIFz-mQ,hulk,back,1
28,http://www.youtube.com/watch?v=jZT3I2QRUKU,hulk,back,1
0,http://www.youtube.com/watch?v=jj6ze_eqmYI,hulk,abs,1
1,http://www.youtube.com/watch?v=SwlS857LjVc,hulk,abs,1
2,http://www.youtube.com/watch?v=AC9twq7A_cs,hulk,abs,1
3,http://www.youtube.com/watch?v=c_5ENJWekbQ,hulk,abs,1
4,http://www.youtube.com/watch?v=gd2Ojrh8JSE,hulk,abs,1
5,http://www.youtube.com/watch?v=CYcLODSeC-c,hulk,abs,1
6,http://www.youtube.com/watch?v=lDsJi3_EW-Y,hulk,abs,1
7,http://www.youtube.com/watch?v=n-LSWiZ7vVU,hulk,abs,1
8,http://www.youtube.com/watch?v=juSReVjHZiA,hulk,abs,1
9,http://www.youtube.com/watch?v=FFWklphDy8A,hulk,abs,1
10,http://www.youtube.com/watch?v=IkcWcD_lDhw,hulk,abs,1
11,http://www.youtube.com/watch?v=XSQjCgzH6PM,hulk,abs,1
12,http://www.youtube.com/watch?v=DJPBglSOC88,hulk,abs,1
13,http://www.youtube.com/watch?v=KXYi6bI-UPE,hulk,abs,1
14,http://www.youtube.com/watch?v=uTmsvZOAh5U,hulk,abs,1
15,http://www.youtube.com/watch?v=yka0VGRh1oc,hulk,abs,1
16,http://www.youtube.com/watch?v=DtrSwSW4LPg,hulk,abs,1
17,http://www.youtube.com/watch?v=gMKrEgAdmmo,hulk,abs,1
18,http://www.youtube.com/watch?v=Oz5ts01rzEo,hulk,abs,1
19,http://www.youtube.com/watch?v=7SpV_ZJue68,hulk,abs,1
20,http://www.youtube.com/watch?v=SyiMVdWBP7Y,hulk,abs,1
21,http://www.youtube.com/watch?v=YGAlSSmPXRQ,hulk,abs,1
22,http://www.youtube.com/watch?v=4aI2kfahWP0,hulk,abs,1
23,http://www.youtube.com/watch?v=ErIx1ZUSE3I,hulk,abs,1
24,http://www.youtube.com/watch?v=oSXhsSUaXTU,hulk,abs,1
25,http://www.youtube.com/watch?v=aUaafm7Q8pQ,hulk,abs,1
26,http://www.youtube.com/watch?v=sYcCr_KOsIk,hulk,abs,1
27,http://www.youtube.com/watch?v=gsFShSYOovU,hulk,abs,1
28,http://www.youtube.com/watch?v=j53XwOvWQxg,hulk,abs,1
0,http://www.youtube.com/watch?v=KXYi6bI-UPE,hulk,legs,1
1,http://www.youtube.com/watch?v=4aI2kfahWP0,hulk,legs,1
2,http://www.youtube.com/watch?v=ErIx1ZUSE3I,hulk,legs,1
3,http://www.youtube.com/watch?v=CYcLODSeC-c,hulk,legs,1
4,http://www.youtube.com/watch?v=NE2NV_iljxg,hulk,legs,1
5,http://www.youtube.com/watch?v=jj6ze_eqmYI,hulk,legs,1
6,http://www.youtube.com/watch?v=6R2fLpXOKQI,hulk,legs,1
7,http://www.youtube.com/watch?v=FFWklphDy8A,hulk,legs,1
8,http://www.youtube.com/watch?v=SwlS857LjVc,hulk,legs,1
9,http://www.youtube.com/watch?v=c_5ENJWekbQ,hulk,legs,1
10,http://www.youtube.com/watch?v=lDsJi3_EW-Y,hulk,legs,1
11,http://www.youtube.com/watch?v=YGAlSSmPXRQ,hulk,legs,1
12,http://www.youtube.com/watch?v=yka0VGRh1oc,hulk,legs,1
13,http://www.youtube.com/watch?v=DJPBglSOC88,hulk,legs,1
14,http://www.youtube.com/watch?v=zGQSyzFKhy8,hulk,legs,1
15,http://www.youtube.com/watch?v=gMKrEgAdmmo,hulk,legs,1
16,http://www.youtube.com/watch?v=7SpV_ZJue68,hulk,legs,1
17,http://www.youtube.com/watch?v=uTmsvZOAh5U,hulk,legs,1
18,http://www.youtube.com/watch?v=VtCGHITZu_8,hulk,legs,1
19,http://www.youtube.com/watch?v=AC9twq7A_cs,hulk,legs,1
20,http://www.youtube.com/watch?v=aUaafm7Q8pQ,hulk,legs,1
21,http://www.youtube.com/watch?v=oSXhsSUaXTU,hulk,legs,1
22,http://www.youtube.com/watch?v=SyiMVdWBP7Y,hulk,legs,1
23,http://www.youtube.com/watch?v=wwiXAVYa9UQ,hulk,legs,1
24,http://www.youtube.com/watch?v=0-FRcgB-fh8,hulk,legs,1
25,http://www.youtube.com/watch?v=XSQjCgzH6PM,hulk,legs,1
26,http://www.youtube.com/watch?v=gd2Ojrh8JSE,hulk,legs,1
27,http://www.youtube.com/watch?v=qkQdIMW1xlw,hulk,legs,1
28,http://www.youtube.com/watch?v=n-LSWiZ7vVU,hulk,legs,1
29,http://www.youtube.com/watch?v=gsFShSYOovU,hulk,legs,1
0,http://www.youtube.com/watch?v=O2fK62VeDbA,Barbellator,abs,1
1,http://www.youtube.com/watch?v=fX9GapRHDpY,Barbellator,abs,1
2,http://www.youtube.com/watch?v=qHNi5mrSOYQ,Barbellator,abs,1
3,http://www.youtube.com/watch?v=3SVfmfpDx9M,Barbellator,abs,1
4,http://www.youtube.com/watch?v=wt0nWDXu4So,Barbellator,abs,1
5,http://www.youtube.com/watch?v=1xftiDwx7HY,Barbellator,abs,1
6,http://www.youtube.com/watch?v=HORgMVJeHYQ,Barbellator,abs,1
7,http://www.youtube.com/watch?v=eI_TayrnP8A,Barbellator,abs,1
8,http://www.youtube.com/watch?v=CvN8NJrv8TE,Barbellator,abs,1
9,http://www.youtube.com/watch?v=bfHoM74gemk,Barbellator,abs,1
10,http://www.youtube.com/watch?v=Pji2fijZ05E,Barbellator,abs,1
11,http://www.youtube.com/watch?v=S306_lbQucg,Barbellator,abs,1
12,http://www.youtube.com/watch?v=V6G3eXDF30E,Barbellator,abs,1
13,http://www.youtube.com/watch?v=PMuRWziHYc4,Barbellator,abs,1
14,http://www.youtube.com/watch?v=XoLmdYIarD0,Barbellator,abs,1
15,http://www.youtube.com/watch?v=svq74hWQm6k,Barbellator,abs,1
16,http://www.youtube.com/watch?v=MLqDuqoQmUk,Barbellator,abs,1
17,http://www.youtube.com/watch?v=g8MW8AqQlJg,Barbellator,abs,1
18,http://www.youtube.com/watch?v=Z7KMx3Px7Xs,Barbellator,abs,1
19,http://www.youtube.com/watch?v=nF7We3ODRKY,Barbellator,abs,1
20,http://www.youtube.com/watch?v=SXvAK7i5lt4,Barbellator,abs,1
21,http://www.youtube.com/watch?v=ngS-WHYRbNo,Barbellator,abs,1
22,http://www.youtube.com/watch?v=mONLd_vCO8k,Barbellator,abs,1
23,http://www.youtube.com/watch?v=Fvaa7LPCKWc,Barbellator,abs,1
24,http://www.youtube.com/watch?v=h2lm24vS8n8,Barbellator,abs,1
25,http://www.youtube.com/watch?v=LLd6ht-x34k,Barbellator,abs,1
26,http://www.youtube.com/watch?v=dzm8ChrSRns,Barbellator,abs,1
27,http://www.youtube.com/watch?v=Zq8nRY9P_cM,Barbellator,abs,1
28,http://www.youtube.com/watch?v=Ah72gR5DrxU,Barbellator,abs,1
0,http://www.youtube.com/watch?v=veGhKuMt5Kc,Barbellator,chest,1
1,http://www.youtube.com/watch?v=wxJWjzXkA1Y,Barbellator,chest,1
2,http://www.youtube.com/watch?v=ellZftT1lRE,Barbellator,chest,1
3,http://www.youtube.com/watch?v=8P15JzLwEjs,Barbellator,chest,1
4,http://www.youtube.com/watch?v=UsxPD9oLjSM,Barbellator,chest,1
5,http://www.youtube.com/watch?v=6VXarwcdbeY,Barbellator,chest,1
6,http://www.youtube.com/watch?v=X7sZyLtnw_A,Barbellator,chest,1
7,http://www.youtube.com/watch?v=_-8UnKWopy8,Barbellator,chest,1
8,http://www.youtube.com/watch?v=SgGOuHvaCIc,Barbellator,chest,1
9,http://www.youtube.com/watch?v=OKEUZY9xVcw,Barbellator,chest,1
10,http://www.youtube.com/watch?v=lIEhSwJX6bQ,Barbellator,chest,1
11,http://www.youtube.com/watch?v=jLVFgaDN4-s,Barbellator,chest,1
12,http://www.youtube.com/watch?v=IBNnFIOQyrY,Barbellator,chest,1
13,http://www.youtube.com/watch?v=wmSosLfyPfU,Barbellator,chest,1
14,http://www.youtube.com/watch?v=c_5ENJWekbQ,Barbellator,chest,1
15,http://www.youtube.com/watch?v=O3b5j5V-bvY,Barbellator,chest,1
16,http://www.youtube.com/watch?v=tGv_L3CPi84,Barbellator,chest,1
17,http://www.youtube.com/watch?v=wtKuJGn1M_g,Barbellator,chest,1
18,http://www.youtube.com/watch?v=-J3Ii6ZebgQ,Barbellator,chest,1
19,http://www.youtube.com/watch?v=nF7We3ODRKY,Barbellator,chest,1
20,http://www.youtube.com/watch?v=nWhS28U6bCY,Barbellator,chest,1
21,http://www.youtube.com/watch?v=pQSfXvaQGas,Barbellator,chest,1
22,http://www.youtube.com/watch?v=3T8ttRvEy_M,Barbellator,chest,1
23,http://www.youtube.com/watch?v=btNJXENOmxw,Barbellator,chest,1
0,http://www.youtube.com/watch?v=Q8SYsSeLkH0,Barbellator,back,1
1,http://www.youtube.com/watch?v=N-5FQSLHlg0,Barbellator,back,1
2,http://www.youtube.com/watch?v=ygUYcoLy8OU,Barbellator,back,1
3,http://www.youtube.com/watch?v=N22IxiwHtXY,Barbellator,back,1
4,http://www.youtube.com/watch?v=kIUfap2CkhA,Barbellator,back,1
5,http://www.youtube.com/watch?v=PKwbgXkc1JY,Barbellator,back,1
6,http://www.youtube.com/watch?v=3LHoKV0as24,Barbellator,back,1
7,http://www.youtube.com/watch?v=0NdFt8ZcOMU,Barbellator,back,1
8,http://www.youtube.com/watch?v=btNJXENOmxw,Barbellator,back,1
9,http://www.youtube.com/watch?v=-J3Ii6ZebgQ,Barbellator,back,1
10,http://www.youtube.com/watch?v=nF7We3ODRKY,Barbellator,back,1
11,http://www.youtube.com/watch?v=zeoZeiBs-KQ,Barbellator,back,1
12,http://www.youtube.com/watch?v=eZnpyUzJiFo,Barbellator,back,1
13,http://www.youtube.com/watch?v=Fvaa7LPCKWc,Barbellator,back,1
14,http://www.youtube.com/watch?v=kgUndAxMqY8,Barbellator,back,1
15,http://www.youtube.com/watch?v=BGLkbXAekYo,Barbellator,back,1
16,http://www.youtube.com/watch?v=_HSCb3U1xQw,Barbellator,back,1
17,http://www.youtube.com/watch?v=lxmNUF6A93s,Barbellator,back,1
18,http://www.youtube.com/watch?v=ChybqnXtB68,Barbellator,back,1
